ArrivalDate,ArrivalWeekNumber,AssignedRoom,AverageDailyRate,BookingChanges,BookingCompany,BookingDistributionChannel,BookingMeal,BookingParking,CheckoutDate,Country,CustomerType,DaysInWaitingList,DepositType,LeadTime,MarketSegment,NumberOfAdult,NumberOfBabies,NumberOfChildren,RepeatedGuest,ReservedRoom,StaysInWeekendNights,StaysInWeekNights,TotalOfSpecialRequests,TravelAgent
2016-January-9,2,I               ,26,1,       NULL,TA/TO,BB       ,0,2016-01-16,GBR,Transient,0,No Deposit     ,53,Offline TA/TO,2,0,0,0,A               ,2,5,0,          6
2016-January-16,3,E               ,26,1,       NULL,TA/TO,BB       ,0,2016-01-23,GBR,Transient,0,No Deposit     ,60,Offline TA/TO,2,0,0,0,A               ,2,5,0,          6
2016-January-2,1,E               ,28.1,0,       NULL,TA/TO,BB       ,0,2016-01-16,GBR,Transient,0,No Deposit     ,42,Offline TA/TO,2,0,0,0,A               ,4,10,0,          2
2016-January-11,3,E               ,58.8,0,       NULL,TA/TO,BB       ,1,2016-01-16,PRT,Transient,0,No Deposit     ,12,Online TA,2,0,0,0,E               ,1,4,1,        240
2016-February-16,8,D               ,45,1,       NULL,TA/TO,BB       ,1,2016-03-01,PRT,Transient,0,No Deposit     ,8,Online TA,1,0,0,1,A               ,4,10,1,       NULL
2016-January-11,3,A               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-16,GBR,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,A               ,1,4,1,        240
2016-January-13,3,D               ,44.8,0,       NULL,TA/TO,BB       ,0,2016-01-17,ESP,Transient,0,No Deposit     ,9,Online TA,2,0,0,0,D               ,0,4,1,        240
2016-January-14,3,A               ,29,0,       NULL,TA/TO,BB       ,0,2016-01-17,GBR,Transient,0,No Deposit     ,43,Offline TA/TO,2,0,0,0,A               ,0,3,0,        314
2016-January-15,3,F               ,0,0,       NULL,Direct,BB       ,1,2016-01-17,PRT,Transient,0,No Deposit     ,2,Complementary,2,0,0,0,E               ,0,2,1,       NULL
2016-November-4,45,I               ,70,0,       NULL,Direct,BB       ,0,2016-11-05,PRT,Transient,0,No Deposit     ,1,Direct,2,0,0,1,D               ,0,1,2,       NULL
2016-November-5,45,D               ,0,0,       NULL,Direct,BB       ,0,2016-11-06,PRT,Transient,0,No Deposit     ,2,Complementary,1,0,0,1,D               ,0,1,2,       NULL
2016-January-15,3,D               ,44.8,0,       NULL,TA/TO,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,10,Online TA,2,0,0,0,D               ,0,2,1,        240
2016-January-14,3,G               ,76,1,       NULL,TA/TO,BB       ,0,2016-01-17,BRA,Transient,0,No Deposit     ,1,Online TA,2,0,2,0,G               ,0,3,1,        240
2016-January-15,3,A               ,114,0,       NULL,TA/TO,BB       ,0,2016-01-17,ESP,Transient,0,No Deposit     ,20,Online TA,2,0,0,0,A               ,0,2,0,        348
2016-January-14,3,G               ,114.33,1,       NULL,TA/TO,HB       ,1,2016-01-17,ESP,Transient,0,No Deposit     ,15,Online TA,2,0,0,0,E               ,0,3,3,        240
2016-January-16,3,D               ,78,0,       NULL,TA/TO,HB       ,1,2016-01-17,PRT,Transient,0,No Deposit     ,5,Online TA,2,0,0,0,A               ,0,1,2,        240
2016-January-10,3,D               ,52.23,0,       NULL,TA/TO,BB       ,1,2016-01-17,DEU,Transient,0,No Deposit     ,5,Online TA,2,0,0,0,D               ,2,5,1,        240
2016-January-9,2,E               ,88.75,1,       NULL,TA/TO,HB       ,0,2016-01-17,ESP,Transient,0,No Deposit     ,11,Offline TA/TO,2,0,1,0,E               ,2,6,1,        156
2016-January-16,3,D               ,37,0,       NULL,TA/TO,BB       ,0,2016-01-17,GBR,Transient,0,No Deposit     ,19,Offline TA/TO,2,0,0,0,D               ,0,1,0,        251
2016-January-16,3,G               ,76,0,       NULL,TA/TO,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,1,Online TA,2,0,2,0,G               ,0,1,2,        240
2016-January-15,3,E               ,61,0,       NULL,Direct,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,2,Direct,2,0,0,0,E               ,0,2,0,       NULL
2016-January-16,3,E               ,62,0,       NULL,TA/TO,BB       ,1,2016-01-17,POL,Transient,0,No Deposit     ,16,Online TA,2,0,0,0,D               ,0,1,2,        240
2016-January-15,3,A               ,55,0,       NULL,TA/TO,HB       ,0,2016-01-17,ESP,Transient,0,No Deposit     ,8,Offline TA/TO,2,0,0,0,A               ,0,2,0,        177
2016-January-16,3,D               ,43,0,       NULL,Direct,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,3,Direct,2,0,0,0,A               ,0,1,0,       NULL
2016-January-14,3,E               ,67.5,0,       NULL,TA/TO,BB       ,1,2016-01-17,BEL,Transient,0,No Deposit     ,7,Online TA,2,0,0,0,E               ,0,3,1,        240
2016-January-15,3,D               ,119,1,       NULL,Direct,HB       ,0,2016-01-17,ESP,Transient,0,No Deposit     ,3,Direct,2,0,0,0,D               ,0,2,0,        250
2016-January-15,3,A               ,75,0,       NULL,TA/TO,FB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,34,Offline TA/TO,2,0,0,0,A               ,0,2,0,          6
2016-January-16,3,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-17,ESP,Transient,0,No Deposit     ,12,Online TA,2,0,0,0,A               ,0,1,2,        240
2016-January-16,3,D               ,48,1,       NULL,TA/TO,BB       ,0,2016-01-17,ESP,Transient,0,No Deposit     ,12,Online TA,2,0,0,0,A               ,0,1,2,        240
2016-January-15,3,D               ,0,0,       NULL,Direct,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,11,Complementary,2,0,0,0,A               ,0,2,0,       NULL
2016-January-10,3,A               ,49.43,0,       NULL,TA/TO,BB       ,0,2016-01-17,ESP,Transient,0,No Deposit     ,2,Online TA,2,0,0,0,A               ,2,5,1,        240
2016-January-15,3,H               ,71.2,0,       NULL,TA/TO,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,11,Online TA,3,0,1,0,H               ,0,2,0,        240
2016-January-14,3,D               ,0,2,       NULL,Direct,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,3,Complementary,1,0,0,0,A               ,0,3,0,       NULL
2016-January-15,3,D               ,80,1,       NULL,TA/TO,HB       ,0,2016-01-17,ESP,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,A               ,0,2,0,        240
2016-January-15,3,A               ,73,2,       NULL,Direct,HB       ,0,2016-01-17,BRA,Transient,0,No Deposit     ,4,Direct,2,0,0,0,A               ,0,2,1,        250
2016-January-16,3,F               ,61,0,       NULL,Direct,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,5,Direct,2,0,0,0,F               ,0,1,0,        250
2016-January-16,3,G               ,76,1,       NULL,TA/TO,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,1,Online TA,2,0,1,0,G               ,0,1,0,        240
2016-January-16,3,D               ,43,0,       NULL,Direct,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,1,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-January-16,3,D               ,43,0,       NULL,Direct,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,5,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-January-15,3,A               ,30,0,       NULL,TA/TO,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,4,Offline TA/TO,2,0,1,0,A               ,0,2,1,        196
2016-January-15,3,A               ,39.15,0,       NULL,TA/TO,BB       ,0,2016-01-17,DEU,Transient,0,No Deposit     ,7,Offline TA/TO,3,0,0,0,A               ,0,2,2,        314
2016-January-15,3,A               ,29,0,       NULL,TA/TO,BB       ,0,2016-01-17,DEU,Transient,0,No Deposit     ,7,Offline TA/TO,2,0,0,0,A               ,0,2,1,        314
2016-January-15,3,E               ,59,0,       NULL,TA/TO,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,E               ,0,2,1,        240
2016-January-16,3,E               ,43,0,       NULL,Direct,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,5,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-January-13,3,A               ,26.1,0,       NULL,TA/TO,BB       ,0,2016-01-17,GBR,Transient,0,No Deposit     ,37,Offline TA/TO,2,0,0,0,A               ,0,4,1,        314
2016-January-16,3,E               ,41,0,       NULL,Direct,BB       ,1,2016-01-17,PRT,Transient,0,No Deposit     ,1,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-January-15,3,D               ,44,1,       NULL,Direct,BB       ,0,2016-01-17,CHN,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,0,2,0,       NULL
2016-January-16,3,D               ,44,0,       NULL,Direct,BB       ,0,2016-01-17,CHN,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,0,1,0,       NULL
2016-January-16,3,D               ,49,0,       NULL,TA/TO,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,0,1,0,        240
2016-January-15,3,E               ,67,1,       NULL,Direct,BB       ,1,2016-01-17,ESP,Transient,0,No Deposit     ,0,Direct,2,0,0,0,E               ,0,2,0,       NULL
2016-January-16,3,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-17,PRT,Transient,0,No Deposit     ,3,Online TA,2,0,0,0,A               ,0,1,1,        240
2016-January-8,2,A               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-18,GBR,Transient,0,No Deposit     ,38,Online TA,2,0,0,0,A               ,3,7,1,        240
2016-January-17,4,D               ,43,0,       NULL,Direct,BB       ,0,2016-01-18,PRT,Transient,0,No Deposit     ,0,Direct,1,0,0,0,A               ,1,0,0,       NULL
2016-January-15,3,I               ,0,1,       NULL,Direct,BB       ,0,2016-01-18,CHN,Transient-Party,0,No Deposit     ,0,Direct,2,0,1,0,A               ,1,2,0,       NULL
2016-January-17,4,D               ,43,0,       NULL,Direct,BB       ,0,2016-01-18,CHN,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,1,0,0,       NULL
2016-January-15,3,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-18,IRL,Transient,0,No Deposit     ,39,Online TA,2,0,0,0,A               ,1,2,1,        240
2016-January-13,3,D               ,44,0,        362,Corporate,BB       ,1,2016-01-18,PRT,Transient,0,No Deposit     ,1,Corporate,1,0,0,0,A               ,1,4,0,       NULL
2016-January-18,4,I               ,0,0,       NULL,TA/TO,BB       ,0,2016-01-18,PRT,Transient,0,No Deposit     ,0,Online TA,2,0,0,1,E               ,0,0,1,        240
2016-January-17,4,E               ,61,0,       NULL,Direct,BB       ,0,2016-01-18,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,E               ,1,0,0,       NULL
2016-January-16,3,H               ,81,0,       NULL,Direct,BB       ,0,2016-01-18,PRT,Transient,0,No Deposit     ,1,Direct,3,0,0,0,H               ,1,1,0,       NULL
2016-January-16,3,A               ,29,0,       NULL,TA/TO,BB       ,0,2016-01-18,PRT,Transient,0,No Deposit     ,0,Offline TA/TO,2,0,0,0,A               ,1,1,0,          6
2016-January-17,4,D               ,82,0,       NULL,Direct,FB       ,0,2016-01-18,PRT,Transient,0,No Deposit     ,4,Direct,2,0,0,0,A               ,1,0,0,       NULL
2016-January-17,4,D               ,82,0,       NULL,Direct,FB       ,0,2016-01-18,PRT,Transient,0,No Deposit     ,4,Direct,2,0,0,0,A               ,1,0,0,       NULL
2016-February-12,7,G               ,0,0,       NULL,TA/TO,BB       ,0,2016-02-14,GBR,Transient,0,No Deposit     ,18,Online TA,2,0,0,1,G               ,0,2,1,       NULL
2016-January-17,4,G               ,76,0,       NULL,TA/TO,BB       ,0,2016-01-18,GBR,Transient,0,No Deposit     ,9,Online TA,2,0,0,0,G               ,1,0,1,        240
2016-January-16,3,D               ,44.8,0,       NULL,TA/TO,BB       ,0,2016-01-19,IRL,Transient,0,No Deposit     ,5,Online TA,2,0,0,0,D               ,2,1,1,        240
2016-January-14,3,A               ,29,0,       NULL,TA/TO,BB       ,0,2016-01-19,GBR,Transient,0,No Deposit     ,9,Offline TA/TO,2,0,0,0,A               ,2,3,0,        314
2016-January-18,4,D               ,25,0,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient,0,No Deposit     ,0,Offline TA/TO,1,0,0,0,A               ,1,0,0,          6
2016-January-18,4,D               ,40,0,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient,0,No Deposit     ,0,Online TA,1,0,0,0,A               ,1,0,0,        240
2016-January-18,4,D               ,30,1,         99,Corporate,BB       ,0,2016-01-19,PRT,Transient,0,No Deposit     ,3,Corporate,1,0,0,0,A               ,1,0,0,       NULL
2016-April-12,16,D               ,42,0,         99,Corporate,BB       ,0,2016-04-13,PRT,Transient,0,No Deposit     ,1,Corporate,1,0,0,1,A               ,0,1,0,       NULL
2016-May-12,20,E               ,0,1,         99,Corporate,BB       ,0,2016-05-12,PRT,Transient,0,No Deposit     ,1,Corporate,2,0,0,1,A               ,0,0,0,       NULL
2016-January-18,4,D               ,39,0,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient,0,No Deposit     ,4,Online TA,1,0,0,0,A               ,1,0,1,        240
2016-March-1,10,D               ,43,0,       NULL,TA/TO,BB       ,0,2016-03-02,PRT,Transient,0,No Deposit     ,1,Online TA,1,0,0,1,A               ,0,1,1,        240
2016-April-28,18,D               ,56,0,       NULL,TA/TO,BB       ,0,2016-04-29,PRT,Transient,0,No Deposit     ,6,Online TA,1,0,0,1,A               ,0,1,0,        240
2016-January-18,4,D               ,39,0,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient,0,No Deposit     ,4,Online TA,1,0,0,0,A               ,1,0,1,        240
2016-January-18,4,D               ,38,0,        366,Corporate,BB       ,0,2016-01-19,PRT,Transient,0,No Deposit     ,3,Corporate,1,0,0,0,A               ,1,0,0,       NULL
2016-January-17,4,D               ,54,0,       NULL,TA/TO,BB       ,1,2016-01-19,ESP,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,2,0,2,        240
2016-January-18,4,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-19,ESP,Transient,0,No Deposit     ,4,Online TA,2,0,0,0,A               ,1,0,2,        240
2016-November-16,47,A               ,60,0,       NULL,TA/TO,BB       ,0,2016-11-17,ESP,Transient,0,No Deposit     ,2,Online TA,1,0,0,1,A               ,0,1,2,        240
2016-January-5,2,D               ,64,0,       NULL,TA/TO,HB       ,0,2016-01-19,GBR,Transient,0,No Deposit     ,20,Offline TA/TO,2,0,0,0,D               ,4,10,2,        196
2016-January-18,4,D               ,29,0,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient,0,No Deposit     ,0,Offline TA/TO,2,0,0,0,A               ,1,0,0,        314
2016-January-18,4,D               ,38,0,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient-Party,0,No Deposit     ,0,Offline TA/TO,1,0,0,0,A               ,1,0,0,        330
2016-January-14,3,A               ,0,1,       NULL,TA/TO,BB       ,0,2016-01-20,POL,Transient,0,No Deposit     ,0,Online TA,1,0,0,0,A               ,2,4,1,        240
2016-January-19,4,A               ,0,0,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient,0,No Deposit     ,6,Offline TA/TO,1,0,0,0,A               ,0,0,0,         95
2016-January-18,4,D               ,43,1,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient-Party,0,No Deposit     ,0,Offline TA/TO,2,0,0,0,A               ,1,0,0,        330
2016-December-16,51,D               ,34,0,       NULL,TA/TO,BB       ,0,2016-12-17,PRT,Group,0,No Deposit     ,2,Offline TA/TO,2,0,0,1,A               ,0,1,1,        330
2016-January-18,4,D               ,43,0,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient-Party,0,No Deposit     ,0,Offline TA/TO,2,0,0,0,A               ,1,0,0,        330
2016-January-19,4,I               ,0,0,       NULL,TA/TO,BB       ,0,2016-01-19,PRT,Transient,0,No Deposit     ,10,Online TA,2,0,0,0,E               ,0,0,1,        240
2016-January-11,3,G               ,85,0,       NULL,TA/TO,BB       ,1,2016-01-20,PRT,Transient,0,No Deposit     ,16,Online TA,2,0,2,0,G               ,3,6,1,        240
2016-January-10,3,A               ,39,1,       NULL,TA/TO,BB       ,0,2016-01-20,GRC,Transient,0,No Deposit     ,25,Online TA,1,0,0,0,A               ,4,6,2,        240
2016-January-10,3,A               ,39,1,       NULL,TA/TO,BB       ,0,2016-01-20,GRC,Transient,0,No Deposit     ,25,Online TA,1,0,0,0,A               ,4,6,2,        240
2016-January-10,3,A               ,39,1,       NULL,TA/TO,BB       ,0,2016-01-20,GRC,Transient,0,No Deposit     ,25,Online TA,1,0,0,0,A               ,4,6,2,        240
2016-January-19,4,D               ,29,0,       NULL,TA/TO,BB       ,1,2016-01-20,PRT,Transient,0,No Deposit     ,3,Offline TA/TO,2,0,0,0,A               ,0,1,0,        177
2016-January-19,4,D               ,39,0,        372,Corporate,BB       ,1,2016-01-20,ESP,Transient,0,No Deposit     ,0,Corporate,1,0,0,0,A               ,0,1,0,       NULL
2016-January-19,4,E               ,51,0,       NULL,Direct,BB       ,1,2016-01-20,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,0,1,0,       NULL
2016-January-19,4,D               ,45,0,       NULL,Direct,BB       ,0,2016-01-20,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-January-19,4,E               ,58,0,       NULL,TA/TO,BB       ,1,2016-01-20,PRT,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,E               ,0,1,0,        240
2016-January-19,4,E               ,61,0,       NULL,Corporate,BB       ,0,2016-01-20,PRT,Transient,0,No Deposit     ,1,Corporate,2,0,0,0,E               ,0,1,0,       NULL
2016-January-13,3,A               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-20,PRT,Transient,0,No Deposit     ,16,Online TA,2,0,0,0,A               ,2,5,1,        240
2016-January-16,3,E               ,58,0,       NULL,Direct,BB       ,0,2016-01-20,IRL,Transient,0,No Deposit     ,21,Direct,2,0,0,0,E               ,2,2,0,        250
2016-January-19,4,D               ,37,0,       NULL,TA/TO,BB       ,0,2016-01-20,PRT,Transient,0,No Deposit     ,0,Offline TA/TO,1,0,0,0,D               ,0,1,0,        142
2016-January-18,4,D               ,78,1,       NULL,TA/TO,HB       ,0,2016-01-20,GBR,Transient,0,No Deposit     ,23,Online TA,2,0,0,0,A               ,1,1,1,        240
2016-January-18,4,D               ,78,1,       NULL,TA/TO,HB       ,0,2016-01-20,GBR,Transient,0,No Deposit     ,23,Online TA,2,0,0,0,A               ,1,1,1,        240
2016-January-19,4,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-20,PRT,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,A               ,0,1,2,        240
2016-January-13,3,A               ,39.79,2,       NULL,TA/TO,HB       ,1,2016-01-20,GBR,Transient,0,No Deposit     ,40,Offline TA/TO,1,0,0,0,A               ,2,5,0,        314
2016-January-19,4,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-20,ESP,Transient,0,No Deposit     ,4,Online TA,2,0,0,0,A               ,0,1,1,        240
2016-January-20,4,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-21,ESP,Transient,0,No Deposit     ,6,Online TA,2,0,0,0,A               ,0,1,1,        240
2016-January-19,4,D               ,45,0,       NULL,Direct,BB       ,0,2016-01-20,AUT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,0,1,0,       NULL
2016-January-18,4,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-20,ESP,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,1,1,1,        240
2016-January-16,3,F               ,67,0,       NULL,Direct,BB       ,1,2016-01-20,PRT,Transient,0,No Deposit     ,5,Direct,2,0,0,0,F               ,2,2,0,        250
2016-January-16,3,D               ,39,0,       NULL,TA/TO,BB       ,0,2016-01-21,GBR,Transient,0,No Deposit     ,51,Online TA,1,0,0,0,A               ,2,3,2,        240
2016-January-11,3,A               ,38.96,0,       NULL,TA/TO,BB       ,0,2016-01-21,FIN,Transient,0,No Deposit     ,11,Online TA,2,0,0,0,A               ,3,7,1,        241
2016-January-19,4,D               ,40,0,       NULL,TA/TO,BB       ,0,2016-01-21,PRT,Transient,0,No Deposit     ,1,Online TA,1,0,0,0,A               ,0,2,1,        240
2016-January-14,3,D               ,37.7,0,       NULL,TA/TO,HB       ,0,2016-01-21,GBR,Transient,0,No Deposit     ,55,Offline TA/TO,1,0,0,0,A               ,2,5,0,          6
2016-January-14,3,D               ,55.4,0,       NULL,TA/TO,HB       ,1,2016-01-21,IRL,Transient,0,No Deposit     ,55,Offline TA/TO,2,0,0,0,A               ,2,5,0,          6
2016-January-20,4,E               ,30,0,        365,Corporate,BB       ,0,2016-01-21,PRT,Transient,0,No Deposit     ,5,Corporate,1,0,0,0,A               ,0,1,0,       NULL
2016-January-20,4,D               ,29,1,       NULL,TA/TO,BB       ,0,2016-01-21,ESP,Transient,0,No Deposit     ,5,Offline TA/TO,1,0,0,0,A               ,0,1,1,        314
2016-January-18,4,A               ,30,1,         99,Corporate,BB       ,0,2016-01-21,PRT,Transient,0,No Deposit     ,4,Corporate,1,0,0,0,A               ,1,2,0,       NULL
2016-January-20,4,D               ,26,0,       NULL,TA/TO,BB       ,0,2016-01-21,PRT,Transient-Party,0,No Deposit     ,5,Offline TA/TO,1,0,0,0,A               ,0,1,0,          5
2016-January-20,4,D               ,26,0,       NULL,TA/TO,BB       ,0,2016-01-21,PRT,Transient-Party,0,No Deposit     ,5,Offline TA/TO,1,0,0,0,A               ,0,1,0,          5
2016-January-20,4,D               ,48,0,       NULL,TA/TO,BB       ,1,2016-01-21,PRT,Transient,0,No Deposit     ,2,Online TA,2,0,0,0,A               ,0,1,0,        240
2016-January-19,4,F               ,0,4,        277,Direct,BB       ,0,2016-01-21,GBR,Transient,0,No Deposit     ,6,Complementary,1,0,0,0,A               ,0,2,0,       NULL
2016-January-20,4,C               ,67.5,1,        331,Corporate,BB       ,0,2016-01-21,PRT,Transient,0,No Deposit     ,2,Corporate,3,0,0,0,A               ,0,1,1,       NULL
2016-January-19,4,D               ,56,0,       NULL,TA/TO,BB       ,1,2016-01-21,FIN,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,0,2,1,        240
2016-January-20,4,D               ,39,0,       NULL,Direct,BB       ,1,2016-01-21,PRT,Transient,0,No Deposit     ,0,Direct,1,0,0,0,A               ,0,1,0,       NULL
2016-January-19,4,D               ,36.25,0,       NULL,TA/TO,BB       ,0,2016-01-21,ITA,Transient-Party,0,No Deposit     ,35,Offline TA/TO,2,0,1,0,A               ,0,2,2,        314
2016-January-19,4,D               ,29,0,       NULL,TA/TO,BB       ,0,2016-01-21,ITA,Transient-Party,0,No Deposit     ,35,Offline TA/TO,2,0,0,0,A               ,0,2,1,        314
2016-January-19,4,D               ,0,1,       NULL,Corporate,BB       ,1,2016-01-21,PRT,Transient,0,No Deposit     ,0,Complementary,1,0,0,0,D               ,0,2,0,       NULL
2016-January-18,4,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-01-21,PRT,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,A               ,1,2,0,        240
2016-January-20,4,D               ,25,0,       NULL,TA/TO,BB       ,0,2016-01-21,GBR,Transient-Party,0,No Deposit     ,25,Offline TA/TO,1,0,0,0,A               ,0,1,0,        314
2016-January-20,4,D               ,25,0,       NULL,TA/TO,BB       ,0,2016-01-21,GBR,Transient-Party,0,No Deposit     ,25,Offline TA/TO,1,0,0,0,A               ,0,1,0,        314
2016-January-20,4,D               ,78,0,       NULL,TA/TO,HB       ,1,2016-01-21,ITA,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,D               ,0,1,1,        240
2016-January-20,4,D               ,30,0,        109,Corporate,BB       ,0,2016-01-21,PRT,Transient,0,No Deposit     ,0,Corporate,1,0,0,0,A               ,0,1,0,       NULL
2016-February-24,9,D               ,30,0,         14,Corporate,BB       ,0,2016-02-25,PRT,Transient,0,No Deposit     ,2,Corporate,1,0,0,1,A               ,0,1,0,       NULL
2016-May-3,19,D               ,81,0,       NULL,Corporate,BB       ,0,2016-05-04,PRT,Transient,0,No Deposit     ,1,Offline TA/TO,1,0,0,1,D               ,0,1,0,        104
2016-October-12,42,A               ,76.5,0,       NULL,Corporate,BB       ,0,2016-10-13,PRT,Transient,0,No Deposit     ,2,Offline TA/TO,1,0,0,1,A               ,0,1,0,         10
2016-January-19,4,D               ,50.8,0,       NULL,TA/TO,BB       ,1,2016-01-21,NLD,Transient,0,No Deposit     ,55,Online TA,2,0,0,0,D               ,0,2,1,        240
2016-January-21,4,D               ,30,0,         47,Corporate,BB       ,0,2016-01-22,PRT,Transient,0,No Deposit     ,3,Corporate,1,0,0,0,A               ,0,1,0,       NULL
2016-February-15,8,D               ,30,0,         47,Corporate,BB       ,0,2016-02-19,PRT,Transient,0,No Deposit     ,0,Corporate,1,0,0,1,A               ,1,3,0,       NULL
2016-March-14,12,A               ,30,0,         47,Corporate,BB       ,0,2016-03-18,PRT,Transient,0,No Deposit     ,0,Corporate,1,0,0,1,A               ,1,3,0,       NULL
2016-January-21,4,D               ,26.5,0,       NULL,TA/TO,BB       ,0,2016-01-22,PRT,Transient,0,No Deposit     ,1,Offline TA/TO,1,0,0,0,A               ,0,1,0,        127
2016-January-18,4,D               ,38,0,       NULL,Direct,BB       ,0,2016-01-22,PRT,Transient,0,No Deposit     ,4,Direct,1,0,0,0,A               ,1,3,0,       NULL
2016-January-25,5,D               ,38,0,       NULL,Direct,BB       ,0,2016-01-29,PRT,Transient,0,No Deposit     ,0,Direct,1,0,0,1,A               ,1,3,0,       NULL
2016-January-18,4,A               ,27,0,         94,Corporate,BB       ,0,2016-01-22,PRT,Transient,0,No Deposit     ,7,Corporate,1,0,0,0,A               ,1,3,0,       NULL
2016-November-14,47,A               ,27,0,         94,Corporate,BB       ,0,2016-11-18,PRT,Transient,0,No Deposit     ,6,Corporate,1,0,0,1,A               ,1,3,0,       NULL
2016-January-21,4,F               ,40,0,       NULL,TA/TO,BB       ,1,2016-01-22,PRT,Transient,0,No Deposit     ,0,Online TA,1,0,0,0,D               ,0,1,0,        240
2016-January-19,4,E               ,43.2,0,       NULL,TA/TO,BB       ,0,2016-01-22,PRT,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,E               ,0,3,1,        241
2016-January-19,4,E               ,65.4,1,       NULL,TA/TO,BB       ,1,2016-01-22,ITA,Transient,0,No Deposit     ,61,Online TA,2,0,0,0,E               ,0,3,1,        240
2016-January-21,4,D               ,40,0,       NULL,TA/TO,BB       ,1,2016-01-22,PRT,Transient,0,No Deposit     ,3,Online TA,1,0,0,0,A               ,0,1,2,        240
2016-February-25,9,D               ,43,0,       NULL,TA/TO,BB       ,1,2016-02-26,PRT,Transient,0,No Deposit     ,3,Online TA,1,0,0,1,A               ,0,1,2,        240
2016-January-21,4,D               ,40,0,       NULL,TA/TO,BB       ,0,2016-01-22,PRT,Transient,0,No Deposit     ,3,Online TA,1,0,0,0,A               ,0,1,2,        240
2016-February-25,9,D               ,43,0,       NULL,TA/TO,BB       ,0,2016-02-26,PRT,Transient,0,No Deposit     ,3,Online TA,1,0,0,1,A               ,0,1,2,        240
2016-January-21,4,E               ,59.4,0,       NULL,TA/TO,BB       ,0,2016-01-22,FRA,Transient,0,No Deposit     ,14,Online TA,2,0,0,0,E               ,0,1,1,        240
